emails_sent,send_time,subject_line,unique_opens,open_rate,clicks,click_rate,html_file_path
125,2019-08-06 20:02:25+00:00, El siguiente paso en tu carrera será con tu título profesional,47,0.401709401709402,3,0.0256410256410256,all-data/html/f705e2d759.html
360,2021-04-22 23:15:00+00:00, Estamos por comenzar con la Incubadora de negocios UC Wichay,104,0.294617563739377,42,0.0764872521246459,all-data/html/f75a62f9ac.html
433,2020-09-26 00:15:00+00:00, Estamos por comenzar nuestro evento informativo 👉,125,0.293427230046948,64,0.112676056338028,all-data/html/f752978427.html
359,2021-04-22 22:45:00+00:00, Estamos por comenzar: ¿La carrera de psicología es para mi?,69,0.199421965317919,33,0.0549132947976878,all-data/html/f7b1719f06.html
3923,2019-07-18 21:59:08+00:00, Estudia desde donde estés con la mejor educación a distancia,986,0.251466462637082,51,0.0109665901555725,all-data/html/f7ad05f9bb.html
3212,2019-12-02 21:56:34+00:00, Estudia en un ambiente en donde fluyan tus ideas,186,0.0579258797882279,3,0.000934288383681,all-data/html/f7e65fe9ee.html
3984,2019-11-07 17:39:42+00:00, Estudia en una de las mejores aulas del Perú 💪,404,0.101456554495229,16,0.0037669512807634,all-data/html/f7eed5cb51.html
9559,2020-02-27 22:47:30+00:00, Estudia una carrera universitaria y descubre tu potencial.,2897,0.303509690937664,434,0.0357255107386066,all-data/html/f81dac2619.html
4730,2020-02-18 22:06:02+00:00, No te quedes sin participar de nuestra charla informativa.,213,0.0450698264917477,2,0.0004231908590774,all-data/html/f81bd67525.html
2480,2019-09-23 16:06:44+00:00, No te quedes sin participar de nuestros talleres vivenciales,214,0.0879211175020542,6,0.0024650780608052,all-data/html/f8361a6ea1.html
2992,2019-10-16 21:13:36+00:00, No te quedes sin participar de nuestros talleres vivenciales 💪,197,0.0658422459893048,5,0.0013368983957219,all-data/html/f8506384c4.html
143,2019-06-03 23:00:00+00:00, Participa de la charla de traslados y continúa tu camino hacia el éxito,66,0.464788732394366,4,0.028169014084507,all-data/html/f8602ef99a.html
24,2020-12-05 00:15:00+00:00, Participa de nuestro evento informativo: Talleres de Carrera,7,0.291666666666667,0,0.0,all-data/html/f85cac7097.html
460,2021-01-22 18:29:32+00:00," Participa de nuestro taller: ""Crear para emprender""",61,0.132897603485839,7,0.0130718954248366,all-data/html/f87595506b.html
597,2019-07-03 19:44:31+00:00, Participa del taller de Medicina Humana y súmate a la revolución positiva.,151,0.254208754208754,10,0.0151515151515151,all-data/html/f882c8cb67.html
7056,2019-05-30 16:30:00+00:00, Participa del webinar informativo  y conviértete en el profesional que quieres ser sin dejar de trabajar,1664,0.236095346197503,262,0.0312145289443813,all-data/html/f893ea6bec.html
387,2019-07-05 22:49:15+00:00, Participa del webinar informativo y comienza tu vida universitaria,223,0.577720207253886,84,0.137305699481865,all-data/html/f89fc42e86.html
186,2019-08-15 12:30:00+00:00, Participa hoy de nuestro Open doors para ingenieros,24,0.130434782608696,0,0.0,all-data/html/f8b04e236d.html
9690,2020-08-20 23:00:00+00:00, Participa hoy de nuestro último Webinar: Conoce el ecosistema digital UC,996,0.102818209972128,85,0.0062970992051202,all-data/html/f9230fabbf.html
208,2019-10-07 21:02:30+00:00, Que tus acciones griten por ti,66,0.320388349514563,4,0.0145631067961165,all-data/html/f927d6d1d5.html
6632,2019-12-09 22:18:06+00:00, Recuerda que mañana es nuestra charla informativa,1264,0.19059107358263,32,0.0046743063932448,all-data/html/f92d9d24c9.html
5307,2019-06-04 19:00:00+00:00, Súmate a la revolución positiva,1054,0.19913092764028,34,0.0058567919894199,all-data/html/f9233d1fd2.html
76,2021-11-12 14:37:35+00:00, tienes beneficios especiales para volver al IC.,36,0.473684210526316,18,0.171052631578947,all-data/html/f931f61fec.html
408,2021-06-17 21:11:06+00:00, Transforma proyectos integrales en diseño de interiores,22,0.0539215686274509,0,0.0,all-data/html/f97f57e6b8.html
10328,2020-01-16 21:25:16+00:00, Traslada tu talento a una universidad licenciada.,1443,0.139744334689134,189,0.0139453805926786,all-data/html/f98795db41.html
52,2020-11-27 22:45:00+00:00, únete a nuestro evento informativo: Conoce más de la Universidad Continental 👉,9,0.1875,6,0.0833333333333333,all-data/html/f990459088.html
77,2021-10-12 16:42:13+00:00, Vuelve con beneficios especiales y culmina tu carrera ya.,17,0.220779220779221,7,0.0909090909090909,all-data/html/f99bb98e29.html
3134,2021-08-25 19:01:38+00:00,¡50 % de descuento en tu matrícula con el IC! Últimas vacantes,299,0.0954966464388374,37,0.0102203768763973,all-data/html/f9c5122326.html
160,2019-06-13 21:43:53+00:00,"¡A pocos días! , participa de nuestra charla sobre la experiencia del cliente",28,0.181818181818182,1,0.0064935064935064,all-data/html/f9daa7fd0b.html
3613,2021-09-22 16:39:40+00:00,"¡A tu talento le hace falta un título profesional, lógralo con el IC!",325,0.0899778516057585,44,0.0102436323366555,all-data/html/f9f6267dbb.html
2064,2021-07-22 15:00:00+00:00,¡Aprovecha! Estás a un clic de generar tus propios ingresos y ser un profesional con nosotros.,545,0.264178380998546,26,0.0111488124091129,all-data/html/fa04db870c.html
15327,2020-10-29 19:48:41+00:00,¡Aún estás a tiempo de participar del Open Conti!,3216,0.209894269677588,158,0.0093329852499673,all-data/html/fa01a3180f.html
2938,2020-01-20 15:06:18+00:00,¡Aún estas a tiempo! Inscríbete a nuestra charla informativa.,184,0.0626276378488767,13,0.0034036759700476,all-data/html/fa2f754f84.html
4151,2020-01-10 21:45:00+00:00,¡Aún estás a tiempo! Inscríbete en OPEN CONTI.,63,0.0151770657672849,7,0.0016863406408094,all-data/html/fa2bb02d06.html
2960,2021-09-15 16:39:58+00:00,¡Aún puedes lograr un mejor puesto laboral este 2021!,258,0.0873096446700507,31,0.0091370558375634,all-data/html/fa363a6fd0.html
1219,2019-11-06 00:21:33+00:00,¡Conoce el laboratorio de arquitectura!  🏗,115,0.0944946589975349,1,0.000821692686935,all-data/html/fa472fa634.html
2481,2019-11-06 15:34:48+00:00,¡Conoce el laboratorio de carrera para administradores! 📊,304,0.12258064516129,10,0.0036290322580645,all-data/html/fa5504a416.html
443,2019-11-06 15:34:46+00:00,¡Conoce el laboratorio de carrera para contadores! 📊,39,0.0880361173814898,1,0.0022573363431151,all-data/html/fa53e1e45c.html
1776,2019-11-07 17:38:54+00:00,¡Conoce el laboratorio de carrera para ingenieros! 👷,143,0.080518018018018,10,0.0033783783783783,all-data/html/fa60dc8691.html
1450,2019-11-06 00:21:35+00:00,¡Conoce el laboratorio de psicología! 🧠,195,0.13448275862069,10,0.0048275862068965,all-data/html/fa69fe36a4.html
2415,2021-09-08 14:00:00+00:00,¡Continúa logrando tus metas con el IC!,157,0.0651452282157676,11,0.0041493775933609,all-data/html/fa7960727e.html
3487,2021-08-19 18:00:00+00:00,¡Continuamos regalando tablets! Participa hoy de la feria de carreras IC,581,0.166714490674319,50,0.0094691535150645,all-data/html/fa887b5dd3.html
221,2021-09-29 15:00:00+00:00,¡Decídete a mover el mundo con la carrera de Administración en el IC!,13,0.0588235294117647,1,0.004524886877828,all-data/html/fa8c963f55.html
2804,2021-09-29 15:00:00+00:00,"¡El IC te abre las puertas al éxito, elige ser un profesional!",270,0.0962910128388017,20,0.0060627674750356,all-data/html/fa8d5f9471.html
46,2021-07-14 21:12:24+00:00,¡Es hora volver y retomar tu camino!,15,0.340909090909091,5,0.113636363636364,all-data/html/fa8db390c6.html
1147,2021-09-02 16:24:38+00:00,¡Estudia en el IC y viaja al extranjero! 50% de descuento,58,0.050566695727986,12,0.006102877070619,all-data/html/faa25c87d2.html
213,2021-11-10 15:26:51+00:00,¡Estudia la carrera mejor pagada del Perú!,49,0.231132075471698,10,0.0377358490566037,all-data/html/faa202aa3d.html
3413,2021-08-18 17:45:42+00:00,¡Gana una tablet! Participa hoy de la feria de carreras IC,679,0.199237089201878,208,0.0316901408450704,all-data/html/fab8944ed4.html
44,2021-07-08 22:54:04+00:00,¡Haz realidad tus ideas y proyectos! Conviértete un Ingeniero que revolucione el futuro,11,0.261904761904762,4,0.0714285714285714,all-data/html/fab6af377d.html
400,2021-07-21 00:01:32+00:00,¡Hola! Es importante que respondas esta encuesta,180,0.460358056265985,93,0.19693094629156,all-data/html/fac4d01483.html
13962,2021-04-23 15:14:04+00:00,¡Hola! Mi nombre es Lateral y soy Continental,3011,0.215811353211009,66,0.0044438073394495,all-data/html/fae058cf81.html
3487,2021-08-19 19:45:00+00:00,¡Hoy continuamos regalando tablets! Súmate a la feria de carreras IC,783,0.22467718794835,178,0.0312769010043041,all-data/html/fb1117eee4.html
154,2019-12-13 14:00:00+00:00,¡Hoy último día! 30% de descuento en tu matrícula,48,0.311688311688312,2,0.0129870129870129,all-data/html/fb0d871458.html
6952,2021-11-26 16:05:02+00:00,¡Hoy último día! 75% en tu inscripción!,1031,0.148388025331031,71,0.0087795048934945,all-data/html/fb263380d7.html
117,2021-05-06 20:02:10+00:00,¡Hoy!  participa de nuestro evento informativo ¿Vivir o trabajar?,19,0.168141592920354,12,0.0619469026548672,all-data/html/fb29400c59.html
98,2021-06-09 19:45:09+00:00,¡Hoy!  participa de nuestro taller informativo ¿tomas buenas decisiones?,16,0.170212765957447,6,0.0531914893617021,all-data/html/fb2c941ae9.html
705,2021-01-06 22:00:00+00:00,¡Hoy! Conoce las competencias digitales de un Ingeniero Empresarial,74,0.105113636363636,18,0.0170454545454545,all-data/html/fb34796388.html
145,2021-02-13 18:00:00+00:00,¡Hoy! Conoce las ventajas de estudiar en la modalidad Semipresencial UC,13,0.0928571428571428,4,0.0214285714285714,all-data/html/fb4149bfe7.html
415,2021-08-25 19:01:26+00:00,¡IC te brinda un descuento en todo el primer ciclo! Últimos días,41,0.0987951807228915,5,0.0096385542168674,all-data/html/fb61d82cb2.html
1965,2021-12-16 20:17:13+00:00,"¡Imperdible! Cyber Conti, matricúlate y aprovecha este increíble descuento",279,0.142784032753327,17,0.007164790174002,all-data/html/fb5cd6cb3c.html
113,2021-09-29 22:00:00+00:00,¡iniciamos en 1 hora! Conferencia magistral: Una mirada prospectiva de la educación superior tecnológica.,42,0.375,12,0.0982142857142857,all-data/html/fb702375a9.html
143,2019-07-24 18:06:30+00:00,¡Juntos hacemos más! Mi éxito profesional más cerca,58,0.41726618705036,0,0.0,all-data/html/fb810afa64.html
222,2021-10-20 14:57:54+00:00,¡Lidera la transformación digital de tu empresa!,39,0.175675675675676,7,0.018018018018018,all-data/html/fb9ee9cb6d.html
5452,2020-04-28 20:31:38+00:00,¡Llegó el día! Descubre más sobre nuestra modalidad semipresencial en nuestro webinar informativo,811,0.148780040359567,84,0.0091726288754357,all-data/html/fba3558bf7.html
225,2021-09-15 16:43:07+00:00,¡Llegó el momento de tomar la decisión que cambiará tu futuro!,43,0.191111111111111,1,0.0044444444444444,all-data/html/fbb5087bc3.html
10681,2021-01-06 22:30:00+00:00,¡No te lo pierdas! Conoce las experiencias de nuestros egresados,708,0.0663480461062693,61,0.0044044606878455,all-data/html/fbc3b0810e.html
153,2021-02-11 23:29:16+00:00,¡No te lo pierdas! Traslada tu talento a la UC,9,0.0666666666666666,0,0.0,all-data/html/fc2d113c35.html
234,2019-08-05 23:46:05+00:00,"¡Piensa en grande, nada podrá detenerte!",32,0.137931034482759,1,0.0043103448275862,all-data/html/fc3a7c0e5f.html
229,2021-09-02 16:28:32+00:00,¡Potencia tu carrera profesional con nosotros! Últimos días,21,0.0917030567685589,2,0.0087336244541484,all-data/html/fc62096e05.html
9376,2020-02-26 16:58:16+00:00,¡Potencia tu empleabilidad! Ven a la charla y conoce nuestros servicios.,590,0.0638804677349502,9,0.000974447812906,all-data/html/fc7c7cda6a.html
540,2021-02-12 15:14:43+00:00,¡Qué nada te detenga! Traslada tu talento a la UC,35,0.0649350649350649,5,0.0092764378478664,all-data/html/fc6c8c1d2b.html
2704,2021-08-13 15:00:00+00:00,¡Te brindamos descuentos y facilidades para estudiar!,285,0.105477424130274,43,0.0140636565507031,all-data/html/fc7d5c60c0.html
1373,2021-11-10 15:29:14+00:00,¡Te mereces tener un mejor puesto de trabajo!,317,0.231386861313869,80,0.0481751824817518,all-data/html/fc74b74258.html
19347,2020-06-25 15:31:28+00:00,¡Tenemos nuevo filtro en Instagram! 😎,4361,0.225654558625686,15,0.0004139501190106,all-data/html/fc7d8c1591.html
257,2022-02-28 21:03:12+00:00,¡Termina hoy! Ahorra un 45 % en el pago de tu matrícula,138,0.536964980544747,1,0.0038910505836575,all-data/html/fc8100111e.html
731,2022-02-28 21:03:10+00:00,¡Termina hoy! Ahorra un 75 % en el pago de tu examen de admisión,70,0.0960219478737997,3,0.0041152263374485,all-data/html/fc8a97f10c.html
228,2021-09-08 14:00:00+00:00,¡Tienes un descuento durante todo el primer ciclo de tu carrera profesional!,20,0.087719298245614,3,0.0131578947368421,all-data/html/fc86aff8bf.html
11179,2023-06-14 17:28:41+00:00,¡Trasládate a Continental University of Florida! 🇺🇸,895,0.0805580558055805,92,0.0069306930693069,all-data/html/fca1a5a618.html
2422,2021-09-02 17:19:28+00:00,¡Tu carrera profesional a un clic de distancia!,202,0.0835746793545717,26,0.0099296648738105,all-data/html/fcdbb1f9d7.html
4125,2020-08-11 23:00:00+00:00,¡Últimas vacantes! Obtén un 50% de descuento en tu examen de admisión,260,0.0631221170186938,29,0.0046127700898276,all-data/html/fccf65087f.html
3568,2020-02-17 17:38:22+00:00,¡Últimos cupos! Inscríbete a nuestra charla informativa,382,0.107122826696579,26,0.0058889512058328,all-data/html/fcfc887cc1.html
4795,2020-01-17 22:00:00+00:00,¡Últimos cupos! Inscríbete al OPEN CONTI este 1 de febrero.,341,0.0711157455683003,37,0.0050052137643378,all-data/html/fd055dddc8.html
341,2020-02-20 23:31:20+00:00,¡Vive una experiencia diferente e innovadora!,36,0.105571847507331,0,0.0,all-data/html/fd1f239adb.html
1404,2020-12-15 23:03:03+00:00,"¡Ya empezamos! Participa de nuestra conferencia de Dota 2: ""La otra partida""",41,0.0325138778747026,3,0.0023790642347343,all-data/html/fd39ede5bf.html
3405,2021-03-05 21:33:03+00:00,¡Ya estamos en vivo! Conéctate a la Batalla de carreras y encuentra tu propósito,300,0.0881575080811049,23,0.0055833088451366,all-data/html/fd2661cdb4.html
434,2021-02-23 22:45:00+00:00,¡Ya estamos en vivo! No te pierdas el simulacro de admisión virtual  de la UC,163,0.376443418013857,96,0.166281755196305,all-data/html/fd4016d56e.html
85,2021-07-27 22:45:00+00:00,¡Ya estamos en vivo! Pon a prueba tu potencial académico en nuestro Simulacro de Admisión,22,0.265060240963855,9,0.0843373493975903,all-data/html/fd4c0d0c06.html
350,2021-02-12 22:45:00+00:00,¡Ya estamos en vivo! Traslada tu talento a la UC,36,0.105263157894737,7,0.0204678362573099,all-data/html/fd68b405b9.html
669,2021-03-30 22:15:00+00:00,¡Ya estamos por comenzar! Ingresa ahora al Taller Introductorio al Pensamiento,169,0.252615844544096,56,0.0717488789237668,all-data/html/fd6c8971ac.html
237,2020-09-28 22:45:00+00:00,¡Ya iniciamos!  conoce el futuro de la Contabilidad,71,0.303418803418803,36,0.111111111111111,all-data/html/fd75c9efad.html
73,2020-10-01 21:45:00+00:00,¡Ya iniciamos!  conoce la carrera de Arquitectura,15,0.205479452054795,3,0.0410958904109589,all-data/html/fd98302e89.html
81,2020-10-02 21:45:00+00:00,¡Ya iniciamos!  conoce la carrera de Medicina Humana,17,0.2125,5,0.0375,all-data/html/fdac2b2273.html
208,2020-09-30 21:45:00+00:00,¡Ya iniciamos!  conoce la carrera de Psicología,51,0.25,22,0.0931372549019607,all-data/html/fd9d3c932a.html
143,2020-09-24 23:45:00+00:00,¡Ya iniciamos!  conoce nuestras plataformas virtuales,54,0.377622377622378,43,0.132867132867133,all-data/html/fdb149f0f9.html
90,2020-09-24 22:45:00+00:00,¡Ya iniciamos!  pon a prueba tu potencial académico en nuestro Simulacro de Admisión,26,0.288888888888889,21,0.166666666666667,all-data/html/fdc1d6235f.html
7532,2024-01-18 17:15:00+00:00,¿Adelantando cursos este verano? 🇺🇸🇵🇪¡Este mensaje es para ti! Inicia el Doble Grado Internacional este 06 de marzo,2701,0.359080031906408,131,0.0154214304706195,all-data/html/fddb819018.html
238,2021-01-14 18:11:39+00:00,¿Aún no decides en qué universidad estudiar? Conoce nuestro modelo educativo semipresencial,30,0.127118644067797,4,0.0127118644067796,all-data/html/fdc92edbc4.html
157815,2020-12-28 23:09:20+00:00,¿Buscas prepararte gratuitamente para cualquier universidad peruana? Te contamos cómo,20749,0.13249680715198,2487,0.0109386973180076,all-data/html/fde99f650f.html
6423,2021-01-18 23:24:31+00:00,¿Cómo estudiar la  carrera de Derecho en la modalidad 100% virtual?,655,0.102104442712393,193,0.0247856586126266,all-data/html/fe038572da.html
29028,2021-08-31 21:27:20+00:00,¿Cómo innovar para mejorar la vida de las personas?,2126,0.0733078169718285,78,0.002172338884866,all-data/html/fe2c0dd617.html
7166,2021-03-05 23:00:00+00:00,¿Cómo trabajar y estudiar a la vez?,900,0.125891733109526,125,0.0111903762764022,all-data/html/fe306a7bd0.html
4534,2019-10-14 13:00:00+00:00,¿Conoces el uso de las aplicaciones tecnológicas en la vida laboral?,806,0.17776797529775,27,0.0057344508160564,all-data/html/fe48a70102.html
23129,2021-11-25 23:13:26+00:00,¿Conoces tu nivel de emprendimiento? Descúbrelo con este divertido filtro,1231,0.0533292899536455,184,0.0013863016072434,all-data/html/feb0a75649.html
11804,2021-05-05 14:00:00+00:00,¿Crees que es posible hablar de política sin acalorarse? 🤔,1679,0.142336385215327,215,0.0038148524923702,all-data/html/feb7ac7a3b.html
433,2021-03-12 00:35:08+00:00,¿Estás listo para mirar el mundo con nuevos ojos?,46,0.106235565819861,6,0.0092378752886836,all-data/html/febd8c2182.html
3942,2021-03-08 20:37:57+00:00,"¿Estudiar desde casa, presencial o de ambas formas?",236,0.0600050851767098,34,0.0068649885583524,all-data/html/fed6b3ed27.html
1841,2021-02-12 21:09:48+00:00,¿Listo para ser parte de la fuerza del cambio?,150,0.0814774579033134,16,0.0070613796849538,all-data/html/feea97b08d.html
12133,2020-08-13 22:09:49+00:00,¿Necesitas herramientas gratuitas para emprender? Conoce a Growth Center Continental 📈,1357,0.111862171296678,47,0.0028851702250432,all-data/html/fef16776a3.html
23,2020-11-26 20:36:08+00:00,¿Pensando en el 2021?,5,0.217391304347826,1,0.0434782608695652,all-data/html/ff06dc7b5f.html
2023,2021-10-28 20:00:00+00:00,¿Por qué es más potente estudiar Administración y Marketing al mismo tiempo?,113,0.0565,21,0.0035,all-data/html/ff0a11281d.html
25157,2021-01-30 00:30:00+00:00,¿Por qué estudiar una carrera a distancia será una tendencia en el 2021?,3396,0.135099653896646,474,0.0145204280542626,all-data/html/ff31bfb02e.html
163,2021-07-19 22:00:00+00:00,¿Qué esperas? Conéctate hoy con tu fuerza ancestral,65,0.398773006134969,8,0.0306748466257668,all-data/html/ff315b5ec9.html
33569,2021-12-07 22:32:39+00:00,¿Qué estás dispuesto o dispuesta a hacer por el Perú?,6460,0.192916442692469,174,0.0038224929821417,all-data/html/ff3e1963cc.html
19408,2021-02-12 19:53:53+00:00,¿Qué significa ser Wanka y tener un espíritu valiente?,1274,0.065687032740397,42,0.0020623872131992,all-data/html/ff418ede60.html
570,2019-06-20 20:50:45+00:00,¿Quieres desarrollar estrategias de marketing utilizando medios digitales con creatividad y actitud investigadora? | 06 de julio,107,0.188380281690141,0,0.0,all-data/html/ffa8001e0e.html
53,2019-11-14 16:48:23+00:00,¿Quieres especializarte en BIM? |  14 de diciembre,6,0.113207547169811,0,0.0,all-data/html/ffbc504cb6.html
79,2019-06-04 16:32:15+00:00,¿Quieres fortalecer tus conocimientos en marketing digital? | 06 de julio,28,0.358974358974359,3,0.0384615384615384,all-data/html/ffce0494b7.html
7616,2021-03-19 00:11:59+00:00,¿Quieres potenciar tu pensamiento lateral?,554,0.0727702613949822,22,0.0028897937738079,all-data/html/ffce57e010.html
673,2021-05-27 19:40:14+00:00,¿Quieres saber cómo ser un ingeniero lateral?,179,0.267964071856287,36,0.0389221556886227,all-data/html/ffcc73c6af.html
2187,2021-07-20 23:02:45+00:00,¿Sabes a dónde va la educación a distancia? Descúbrelo en el Conversatorio Internacional: Desafíos de la Educación A Distancia,539,0.246569075937786,59,0.0247026532479414,all-data/html/ffd6d01b7d.html
7337,2021-04-15 16:28:16+00:00,¿Sabes qué es la FUERZA ANCESTRAL?,1557,0.212588749317313,85,0.0102403058438012,all-data/html/fff51aef4d.html
1330,2019-10-14 15:17:42+00:00,¿Sabías que las prácticas preprofesionales son un requisito para la obtención del grado de bachiller?,338,0.254135338345865,98,0.0473684210526315,all-data/html/fffaa7f703.html
42091,2023-09-22 16:06:58+00:00,¿Sabías que puedes realizar un Doble Grado con una universidad estadounidense? 🇺🇸 🇵🇪,10735,0.255054764902944,285,0.0061061084844021,all-data/html/fffa1e6c4e.html
4183,2019-12-17 23:11:46+00:00,¿Sin experiencia laboral? 👉Descarga gratis el kit para crear tu primer CV 📁💼,317,0.0758191820138722,42,0.0074144941401578,all-data/html/7a803d0636.html
356,2021-02-04 16:52:33+00:00,¿Tienes espíritu aventurero? La ingeniería de minas es para ti,31,0.0870786516853932,5,0.0112359550561797,all-data/html/7a6cfec225.html
13222,2019-12-19 22:24:44+00:00,"¿Tu profesor es un holograma? 😲 Sí, al mismo estilo que en Star Wars ✨",667,0.0504576745593464,50,0.002799001437325,all-data/html/7a8d47b012.html
1801,2019-04-09 23:22:00+00:00,[Cierre: 10 de abril] Participa de nuestros exámenes internacionales Cambridge,300,0.167973124300112,31,0.01511758118701,all-data/html/7ab2e2b0d1.html
1794,2019-09-05 16:45:19+00:00,[Conversatorio online]  Carlos Neuhaus nos habla sobre los Panamericanos 2019,369,0.206260480715484,10,0.0055897149245388,all-data/html/7ab19ec180.html
4294,2021-09-13 19:31:03+00:00,[CUENTA REGRESIVA] Participa del webinar: Mejora tu CV y alcanza el puesto que buscas,751,0.175099090697132,42,0.0090930286780135,all-data/html/7ab8fc2a0a.html
585,2021-12-22 22:30:00+00:00,[Estamos por comenzar] Conéctate a nuestro evento informativo: Conoce la UC,150,0.256849315068493,57,0.0582191780821917,all-data/html/7ab32abfe0.html
129,2021-10-28 23:15:00+00:00,[Estamos por comenzar] Conéctate al evento: Sigue desarrollándote profesionalmente en la Universidad Continental - INSA,10,0.078125,2,0.0078125,all-data/html/7ad28d8b41.html
